0.009173,0.008227,0.008018
0.019162,0.017208,0.016892
0.039385,0.036218,0.035624
0.082222,0.076060,0.074872
0.171165,0.159193,0.157159
0.357233,0.333903,0.330065
0.747104,0.701144,0.694794
1.561524,1.469967,1.458776
3.266183,3.084309,3.059637
6.816135,6.453072,6.406660
14.169186,13.443699,13.350168
